lr-AdamW,step,valid/recon/sess0,valid/loss,valid/recon,valid/bps,valid/co_bps,valid/fp_bps,valid/r2,valid/wt_l2,valid/wt_l2/ramp,valid/wt_kl,valid/wt_kl/ic,valid/wt_kl/co,valid/wt_kl/ramp,valid/recon_smth,hp_metric,cur_epoch,hp/lr_init,hp/dropout_rate,hp/l2_ic_enc_scale,hp/l2_ci_enc_scale,hp/l2_gen_scale,hp/l2_con_scale,hp/kl_co_scale,hp/kl_ic_scale,hp/weight_decay,hp/cd_rate,epoch,train/recon/sess0,train/loss,train/recon,train/bps,train/co_bps,train/fp_bps,train/r2,train/wt_l2,train/wt_l2/ramp,train/wt_kl,train/wt_kl/ic,train/wt_kl/co,train/wt_kl/ramp
,221,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0.08753304928541183,875.3305053710938,0.08753304928541183,0.20618836581707,0.17502601444721222,0.16189604997634888,nan,0.0,0.9135802388191223,0.0,0.0,0.0,0.9135802388191223
0.01,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,224,0.08721111714839935,872.1111450195312,0.08721111714839935,0.2296263426542282,0.1640738546848297,0.09617394208908081,nan,0.0,0.9259259104728699,0.0,0.0,0.0,0.9259259104728699,0.08721870183944702,0.08721111714839935,74.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,74,,,,,,,,,,,,,
,224,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0.08712556213140488,871.255615234375,0.08712556213140488,0.2067204862833023,0.17483170330524445,0.16368572413921356,nan,0.0,0.9259259104728699,0.0,0.0,0.0,0.9259259104728699
0.01,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,227,0.08727195113897324,872.7194213867188,0.08727195113897324,0.22609201073646545,0.15866287052631378,0.09058550745248795,nan,0.0,0.9382715821266174,0.0,0.0,0.0,0.9382715821266174,0.08725597709417343,0.08727195113897324,75.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,75,,,,,,,,,,,,,
,227,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0.08712995052337646,871.2993774414062,0.08712995052337646,0.2067374736070633,0.17997075617313385,0.16208478808403015,nan,0.0,0.9382715821266174,0.0,0.0,0.0,0.9382715821266174
0.01,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,0.08721373230218887,872.1373901367188,0.08721373230218887,0.22922854125499725,0.16467298567295074,0.09587999433279037,nan,0.0,0.9506173729896545,0.0,0.0,0.0,0.9506173729896545,0.08722640573978424,0.08721373230218887,76.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,76,,,,,,,,,,,,,
,230,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0.08712168782949448,871.216796875,0.08712168782949448,0.20907656848430634,0.17872639000415802,0.16477273404598236,nan,0.0,0.9506173133850098,0.0,0.0,0.0,0.9506173133850098
0.01,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,233,0.08723167330026627,872.316650390625,0.08723167330026627,0.23013249039649963,0.1632946878671646,0.08929792046546936,nan,0.0,0.9629629850387573,0.0,0.0,0.0,0.9629629850387573,0.08723009377717972,0.08723167330026627,77.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,77,,,,,,,,,,,,,
,233,,,,,,,,,,,,,,,,,,,,,,,,,,,78,0.08745715767145157,874.5715942382812,0.08745715767145157,0.21114027500152588,0.18161006271839142,0.1690617799758911,nan,0.0,0.9629629254341125,0.0,0.0,0.0,0.9629629254341125
0.01,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,236,0.08722582459449768,872.2582397460938,0.08722582459449768,0.22893905639648438,0.1610807180404663,0.09569907933473587,nan,0.0,0.9753086566925049,0.0,0.0,0.0,0.9753086566925049,0.08722710609436035,0.08722582459449768,78.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,78,,,,,,,,,,,,,
,236,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0.0871700718998909,871.70068359375,0.0871700718998909,0.21041198074817657,0.18173380196094513,0.16519246995449066,nan,0.0,0.9753086566925049,0.0,0.0,0.0,0.9753086566925049
0.01,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,239,0.08720660954713821,872.0660400390625,0.08720660954713821,0.22859065234661102,0.16474907100200653,0.09924708306789398,nan,0.0,0.9876542687416077,0.0,0.0,0.0,0.9876542687416077,0.08721275627613068,0.08720660954713821,79.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,79,,,,,,,,,,,,,
,239,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0.08734011650085449,873.4011840820312,0.08734011650085449,0.21227629482746124,0.18434207141399384,0.16456004977226257,nan,0.0,0.9876543879508972,0.0,0.0,0.0,0.9876543879508972
0.01,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,242,0.08717141300439835,871.7140502929688,0.08717141300439835,0.23257645964622498,0.16559842228889465,0.09957849234342575,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08718381822109222,0.08717141300439835,80.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,80,,,,,,,,,,,,,
,242,,,,,,,,,,,,,,,,,,,,,,,,,,,81,0.08741643279790878,874.164306640625,0.08741643279790878,0.2122986763715744,0.18608374893665314,0.17043055593967438,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,245,0.08714151382446289,871.4151611328125,0.08714151382446289,0.23410587012767792,0.16945843398571014,0.10222160816192627,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08715420216321945,0.08714151382446289,81.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,81,,,,,,,,,,,,,
,245,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0.08702028542757034,870.202880859375,0.08702028542757034,0.20803801715373993,0.18290381133556366,0.1691240519285202,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,248,0.08716534078121185,871.6534423828125,0.08716534078121185,0.23414742946624756,0.1686575710773468,0.09571213275194168,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08716199547052383,0.08716534078121185,82.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,82,,,,,,,,,,,,,
,248,,,,,,,,,,,,,,,,,,,,,,,,,,,83,0.08707794547080994,870.7794799804688,0.08707794547080994,0.21464192867279053,0.1892879456281662,0.17321626842021942,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,251,0.08715007454156876,871.5006713867188,0.08715007454156876,0.23480099439620972,0.16866333782672882,0.09838848561048508,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08715365082025528,0.08715007454156876,83.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,83,,,,,,,,,,,,,
,251,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0.0873698815703392,873.69873046875,0.0873698815703392,0.21128088235855103,0.1902201771736145,0.17696881294250488,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,254,0.08718143403530121,871.8143310546875,0.08718143403530121,0.23414993286132812,0.16895230114459991,0.09062371402978897,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08717309683561325,0.08718143403530121,84.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,84,,,,,,,,,,,,,
,254,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0.0872521921992302,872.52197265625,0.0872521921992302,0.21549208462238312,0.1913042813539505,0.1731894165277481,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,257,0.08719523251056671,871.952392578125,0.08719523251056671,0.23183709383010864,0.1664530634880066,0.09411685168743134,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08718859404325485,0.08719523251056671,85.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,85,,,,,,,,,,,,,
,257,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0.08697208017110825,869.7208862304688,0.08697208017110825,0.21548420190811157,0.1925821453332901,0.1746070832014084,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,260,0.08715708553791046,871.5708618164062,0.08715708553791046,0.234104722738266,0.16856849193572998,0.09827245771884918,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08716654032468796,0.08715708553791046,86.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,86,,,,,,,,,,,,,
,260,,,,,,,,,,,,,,,,,,,,,,,,,,,87,0.0868716910481453,868.7169799804688,0.0868716910481453,0.21182091534137726,0.19429588317871094,0.18101847171783447,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,263,0.08718518912792206,871.8519287109375,0.08718518912792206,0.23245562613010406,0.16592495143413544,0.09596405178308487,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08717959374189377,0.08718518912792206,87.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,87,,,,,,,,,,,,,
,263,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0.08705367892980576,870.5368041992188,0.08705367892980576,0.2192109227180481,0.19820481538772583,0.18155241012573242,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,266,0.08715429902076721,871.54296875,0.08715429902076721,0.23349745571613312,0.16806627810001373,0.10072342306375504,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08716189116239548,0.08715429902076721,88.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,88,,,,,,,,,,,,,
,266,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0.08720263838768005,872.0263061523438,0.08720263838768005,0.21817278861999512,0.20220714807510376,0.18480587005615234,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,269,0.08712046593427658,871.2047119140625,0.08712046593427658,0.23625953495502472,0.16929186880588531,0.1032724380493164,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08713289350271225,0.08712046593427658,89.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,89,,,,,,,,,,,,,
,269,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0.08690568059682846,869.0567016601562,0.08690568059682846,0.22005021572113037,0.19966179132461548,0.18702779710292816,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,272,0.08715935796499252,871.5935668945312,0.08715935796499252,0.23669511079788208,0.16258330643177032,0.09601898491382599,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.0871514156460762,0.08715935796499252,90.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,90,,,,,,,,,,,,,
,272,,,,,,,,,,,,,,,,,,,,,,,,,,,91,0.08663352578878403,866.3352661132812,0.08663352578878403,0.21673749387264252,0.19797112047672272,0.18337558209896088,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,275,0.08723919838666916,872.3920288085938,0.08723919838666916,0.2278285175561905,0.1618087887763977,0.09402299672365189,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08721286803483963,0.08723919838666916,91.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,91,,,,,,,,,,,,,
,275,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0.08699462562799454,869.9462890625,0.08699462562799454,0.22316284477710724,0.20320768654346466,0.1845911741256714,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,278,0.08707566559314728,870.756591796875,0.08707566559314728,0.24083641171455383,0.1718079000711441,0.10395439714193344,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08711682260036469,0.08707566559314728,92.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,92,,,,,,,,,,,,,
,278,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0.0871601477265358,871.6015014648438,0.0871601477265358,0.2195006161928177,0.20168597996234894,0.18375380337238312,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,281,0.08729317784309387,872.9318237304688,0.08729317784309387,0.2270253598690033,0.1574804037809372,0.08344987034797668,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08724027127027512,0.08729317784309387,93.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,93,,,,,,,,,,,,,
,281,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0.08720529079437256,872.052978515625,0.08720529079437256,0.2194882482290268,0.2027013897895813,0.18415671586990356,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,284,0.0871884822845459,871.8848266601562,0.0871884822845459,0.23475517332553864,0.16804009675979614,0.08822628855705261,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08720402419567108,0.0871884822845459,94.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,94,,,,,,,,,,,,,
,284,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0.08707865327596664,870.7864379882812,0.08707865327596664,0.2198159247636795,0.20190535485744476,0.17779110372066498,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,287,0.08715970069169998,871.5969848632812,0.08715970069169998,0.23658691346645355,0.16200438141822815,0.09666917473077774,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08717299997806549,0.08715970069169998,95.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,95,,,,,,,,,,,,,
,287,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0.08711398392915726,871.1398315429688,0.08711398392915726,0.2219727486371994,0.20782792568206787,0.18464058637619019,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,290,0.08714374899864197,871.4375610351562,0.08714374899864197,0.23582835495471954,0.16628198325634003,0.09985645115375519,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08715252578258514,0.08714374899864197,96.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,96,,,,,,,,,,,,,
,290,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0.08733765035867691,873.37646484375,0.08733765035867691,0.21923069655895233,0.20145325362682343,0.18383274972438812,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,293,0.08713506162166595,871.3506469726562,0.08713506162166595,0.23665904998779297,0.17004773020744324,0.09776122868061066,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08714029937982559,0.08713506162166595,97.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,97,,,,,,,,,,,,,
,293,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0.08704054355621338,870.4054565429688,0.08704054355621338,0.21965204179286957,0.20778332650661469,0.18947583436965942,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,296,0.08715596050024033,871.5596923828125,0.08715596050024033,0.23565778136253357,0.16253706812858582,0.09936118125915527,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08715125918388367,0.08715596050024033,98.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,98,,,,,,,,,,,,,
,296,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0.08706096559762955,870.6096801757812,0.08706096559762955,0.22208411991596222,0.20777885615825653,0.1927085518836975,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.01,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,299,0.08713968098163605,871.3967895507812,0.08713968098163605,0.23699451982975006,0.16937415301799774,0.09582161903381348,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08714315295219421,0.08713968098163605,99.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,99,,,,,,,,,,,,,
,299,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.086800716817379,868.0071411132812,0.086800716817379,0.2229936569929123,0.20797298848628998,0.19068489968776703,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.0095,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,302,0.08712946623563766,871.294677734375,0.08712946623563766,0.23677091300487518,0.16925030946731567,0.09946142882108688,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08713357150554657,0.08712946623563766,100.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,100,,,,,,,,,,,,,
,302,,,,,,,,,,,,,,,,,,,,,,,,,,,101,0.08709428459405899,870.94287109375,0.08709428459405899,0.2247859388589859,0.21079592406749725,0.18928350508213043,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.0095,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,305,0.08708181232213974,870.818115234375,0.08708181232213974,0.2411581575870514,0.1684097796678543,0.10373885184526443,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08709733933210373,0.08708181232213974,101.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,101,,,,,,,,,,,,,
,305,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0.0868430808186531,868.4308471679688,0.0868430808186531,0.22483515739440918,0.21049495041370392,0.19380468130111694,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.0095,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,308,0.08710918575525284,871.0918579101562,0.08710918575525284,0.24114933609962463,0.16445161402225494,0.09882477670907974,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.0871056318283081,0.08710918575525284,102.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,102,,,,,,,,,,,,,
,308,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0.08684966713190079,868.4966430664062,0.08684966713190079,0.22910480201244354,0.2155429720878601,0.19836564362049103,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.0095,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,311,0.08706603944301605,870.6603393554688,0.08706603944301605,0.244438037276268,0.16924871504306793,0.10040126740932465,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08707791566848755,0.08706603944301605,103.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,103,,,,,,,,,,,,,
,311,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0.08707469701766968,870.7470092773438,0.08707469701766968,0.22964273393154144,0.21847517788410187,0.19988779723644257,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.0095,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,314,0.08710037171840668,871.0037841796875,0.08710037171840668,0.2405354529619217,0.1661359667778015,0.10155467689037323,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08709363639354706,0.08710037171840668,104.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,104,,,,,,,,,,,,,
,314,,,,,,,,,,,,,,,,,,,,,,,,,,,105,0.08677148073911667,867.7147827148438,0.08677148073911667,0.2273523062467575,0.21581034362316132,0.1977279633283615,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.0095,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,317,0.08711878210306168,871.1878662109375,0.08711878210306168,0.23987412452697754,0.16759665310382843,0.09691502898931503,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08711124211549759,0.08711878210306168,105.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,105,,,,,,,,,,,,,
,317,,,,,,,,,,,,,,,,,,,,,,,,,,,106,0.0870315432548523,870.3154296875,0.0870315432548523,0.2260601967573166,0.21795278787612915,0.19951306283473969,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.0095,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,320,0.08716318011283875,871.6318359375,0.08716318011283875,0.23837602138519287,0.1614789068698883,0.09191866964101791,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08714759349822998,0.08716318011283875,106.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,106,,,,,,,,,,,,,
,320,,,,,,,,,,,,,,,,,,,,,,,,,,,107,0.08704152703285217,870.415283203125,0.08704152703285217,0.22785240411758423,0.22215600311756134,0.2035454660654068,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.0095,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,323,0.08709409087896347,870.9408569335938,0.08709409087896347,0.24165117740631104,0.16966985166072845,0.09846871346235275,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08711013942956924,0.08709409087896347,107.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,107,,,,,,,,,,,,,
,323,,,,,,,,,,,,,,,,,,,,,,,,,,,108,0.08668158203363419,866.8158569335938,0.08668158203363419,0.22898916900157928,0.22346806526184082,0.2032196968793869,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.0095,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,326,0.08711781352758408,871.1781005859375,0.08711781352758408,0.23874036967754364,0.16797690093517303,0.09929663687944412,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08711551129817963,0.08711781352758408,108.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,108,,,,,,,,,,,,,
,326,,,,,,,,,,,,,,,,,,,,,,,,,,,109,0.08669749647378922,866.9749145507812,0.08669749647378922,0.22958822548389435,0.22010307013988495,0.20447181165218353,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.0095,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,329,0.08704964816570282,870.4964599609375,0.08704964816570282,0.24689136445522308,0.16832131147384644,0.10013656318187714,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08706940710544586,0.08704964816570282,109.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,109,,,,,,,,,,,,,
,329,,,,,,,,,,,,,,,,,,,,,,,,,,,110,0.08686894178390503,868.689453125,0.08686894178390503,0.23185504972934723,0.22386334836483002,0.20669835805892944,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.0095,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,332,0.08709331601858139,870.9331665039062,0.08709331601858139,0.24184906482696533,0.1674749255180359,0.09984561055898666,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08708614110946655,0.08709331601858139,110.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,110,,,,,,,,,,,,,
,332,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0.08677423000335693,867.7422485351562,0.08677423000335693,0.2316245287656784,0.22156542539596558,0.2071511596441269,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.0095,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,335,0.08708170056343079,870.8169555664062,0.08708170056343079,0.24413904547691345,0.16493761539459229,0.09959816932678223,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08708303421735764,0.08708170056343079,111.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,111,,,,,,,,,,,,,
,335,,,,,,,,,,,,,,,,,,,,,,,,,,,112,0.08675110340118408,867.510986328125,0.08675110340118408,0.23192769289016724,0.22366690635681152,0.2078898400068283,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.0095,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,338,0.08714289963245392,871.4290771484375,0.08714289963245392,0.23893778026103973,0.16100716590881348,0.0968356505036354,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.08712494373321533,0.08714289963245392,112.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,112,,,,,,,,,,,,,
,338,,,,,,,,,,,,,,,,,,,,,,,,,,,113,0.08671104907989502,867.1105346679688,0.08671104907989502,0.23322434723377228,0.22679640352725983,0.21234732866287231,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.0095,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,341,0.08716312795877457,871.6312255859375,0.08716312795877457,0.2379692643880844,0.1647808849811554,0.0906955748796463,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.0871516764163971,0.08716312795877457,113.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,113,,,,,,,,,,,,,
,341,,,,,,,,,,,,,,,,,,,,,,,,,,,114,0.0866844579577446,866.8445434570312,0.0866844579577446,0.23248745501041412,0.22708137333393097,0.21328870952129364,nan,0.0,1.0,0.0,0.0,0.0,1.0
0.0095,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
