lr-AdamW,step,valid/recon/sess0,valid/loss,valid/recon,valid/bps,valid/co_bps,valid/fp_bps,valid/r2,valid/wt_l2,valid/wt_l2/ramp,valid/wt_kl,valid/wt_kl/ic,valid/wt_kl/co,valid/wt_kl/ramp,valid/recon_smth,hp_metric,cur_epoch,hp/lr_init,hp/dropout_rate,hp/l2_ic_enc_scale,hp/l2_ci_enc_scale,hp/l2_gen_scale,hp/l2_con_scale,hp/kl_co_scale,hp/kl_ic_scale,hp/weight_decay,hp/cd_rate,epoch,train/recon/sess0,train/loss,train/recon,train/bps,train/co_bps,train/fp_bps,train/r2,train/wt_l2,train/wt_l2/ramp,train/wt_kl,train/wt_kl/ic,train/wt_kl/co,train/wt_kl/ramp
,107,0.08787672966718674,878.7672729492188,0.08787672966718674,0.1697813719511032,0.13117659091949463,0.06418754905462265,nan,0.0,0.4444444477558136,0.0,0.0,0.0,0.4444444477558136,0.08789956569671631,0.08787672966718674,35.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,35,,,,,,,,,,,,,
,107,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0.0886470153927803,886.4701538085938,0.0886470153927803,0.13653604686260223,0.1151980385184288,0.06691496074199677,nan,0.0,0.4444444477558136,0.0,0.0,0.0,0.4444444477558136
0.01,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,110,0.08786460012197495,878.6460571289062,0.08786460012197495,0.17010673880577087,0.13079392910003662,0.06726706773042679,nan,0.0,0.45679011940956116,0.0,0.0,0.0,0.45679011940956116,0.08787509053945541,0.08786460012197495,36.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,36,,,,,,,,,,,,,
,110,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0.08847195655107498,884.7195434570312,0.08847195655107498,0.14304585754871368,0.11999428272247314,0.06929563730955124,nan,0.0,0.45679011940956116,0.0,0.0,0.0,0.45679011940956116
0.01,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113,0.08781634271144867,878.1634521484375,0.08781634271144867,0.17338623106479645,0.13697069883346558,0.0691482350230217,nan,0.0,0.4691357910633087,0.0,0.0,0.0,0.4691357910633087,0.08783397078514099,0.08781634271144867,37.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,37,,,,,,,,,,,,,
,113,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0.08829331398010254,882.9331665039062,0.08829331398010254,0.1452655792236328,0.11950364708900452,0.07694739103317261,nan,0.0,0.4691357910633087,0.0,0.0,0.0,0.4691357910633087
0.01,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,116,0.08778468519449234,877.8468627929688,0.08778468519449234,0.17695990204811096,0.1359693706035614,0.07077683508396149,nan,0.0,0.48148149251937866,0.0,0.0,0.0,0.48148149251937866,0.08779947459697723,0.08778468519449234,38.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,38,,,,,,,,,,,,,
,116,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.0879601240158081,879.6011352539062,0.0879601240158081,0.14654429256916046,0.12262813001871109,0.08005738258361816,nan,0.0,0.4814814627170563,0.0,0.0,0.0,0.4814814627170563
0.01,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,119,0.08774089813232422,877.4090576171875,0.08774089813232422,0.17953640222549438,0.13948161900043488,0.07509714365005493,nan,0.0,0.49382713437080383,0.0,0.0,0.0,0.49382713437080383,0.08775846660137177,0.08774089813232422,39.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,39,,,,,,,,,,,,,
,119,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0.08813884109258652,881.3883666992188,0.08813884109258652,0.14854715764522552,0.124112069606781,0.08405992388725281,nan,0.0,0.4938271939754486,0.0,0.0,0.0,0.4938271939754486
0.01,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,122,0.08781655877828598,878.1655883789062,0.08781655877828598,0.17441637814044952,0.1333259642124176,0.06964417546987534,nan,0.0,0.5061728358268738,0.0,0.0,0.0,0.5061728358268738,0.08779913187026978,0.08781655877828598,40.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,40,,,,,,,,,,,,,
,122,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0.08809752017259598,880.9751586914062,0.08809752017259598,0.15208269655704498,0.12416691333055496,0.08421669155359268,nan,0.0,0.5061728358268738,0.0,0.0,0.0,0.5061728358268738
0.01,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,0.08774186670780182,877.418701171875,0.08774186670780182,0.1800929307937622,0.13858996331691742,0.0741904154419899,nan,0.0,0.5185185074806213,0.0,0.0,0.0,0.5185185074806213,0.08775904774665833,0.08774186670780182,41.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,41,,,,,,,,,,,,,
,125,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0.08819989114999771,881.9989624023438,0.08819989114999771,0.14630408585071564,0.12471085786819458,0.07857587933540344,nan,0.0,0.5185185074806213,0.0,0.0,0.0,0.5185185074806213
0.01,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,128,0.08776476234197617,877.6475830078125,0.08776476234197617,0.17917658388614655,0.1396765559911728,0.06860829144716263,nan,0.0,0.5308641791343689,0.0,0.0,0.0,0.5308641791343689,0.08776304870843887,0.08776476234197617,42.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,42,,,,,,,,,,,,,
,128,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0.08807965368032455,880.7965698242188,0.08807965368032455,0.14856432378292084,0.12172224372625351,0.08151019364595413,nan,0.0,0.5308641791343689,0.0,0.0,0.0,0.5308641791343689
0.01,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131,0.08766578137874603,876.6578979492188,0.08766578137874603,0.18588830530643463,0.1432315707206726,0.07939814776182175,nan,0.0,0.5432098507881165,0.0,0.0,0.0,0.5432098507881165,0.08769496530294418,0.08766578137874603,43.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,43,,,,,,,,,,,,,
,131,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0.0881749615073204,881.74951171875,0.0881749615073204,0.15012526512145996,0.12419702857732773,0.08571281284093857,nan,0.0,0.5432098507881165,0.0,0.0,0.0,0.5432098507881165
0.01,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,134,0.08765263855457306,876.5263671875,0.08765263855457306,0.18892471492290497,0.14356347918510437,0.07623866945505142,nan,0.0,0.5555555820465088,0.0,0.0,0.0,0.5555555820465088,0.08766533434391022,0.08765263855457306,44.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,44,,,,,,,,,,,,,
,134,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0.0880679115653038,880.6791381835938,0.0880679115653038,0.15317898988723755,0.128881573677063,0.09075912833213806,nan,0.0,0.5555555820465088,0.0,0.0,0.0,0.5555555820465088
0.01,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,137,0.08763883262872696,876.3883056640625,0.08763883262872696,0.19056348502635956,0.14210902154445648,0.0776866152882576,nan,0.0,0.5679012537002563,0.0,0.0,0.0,0.5679012537002563,0.08764678239822388,0.08763883262872696,45.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,45,,,,,,,,,,,,,
,137,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.08794040232896805,879.404052734375,0.08794040232896805,0.15732485055923462,0.13387727737426758,0.0935940369963646,nan,0.0,0.5679012537002563,0.0,0.0,0.0,0.5679012537002563
0.01,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,0.08760230988264084,876.0230712890625,0.08760230988264084,0.19363057613372803,0.14376693964004517,0.08009827882051468,nan,0.0,0.5802469253540039,0.0,0.0,0.0,0.5802469253540039,0.08761565387248993,0.08760230988264084,46.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,46,,,,,,,,,,,,,
,140,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0.088297039270401,882.9703979492188,0.088297039270401,0.16148270666599274,0.1314682513475418,0.09565576165914536,nan,0.0,0.5802469253540039,0.0,0.0,0.0,0.5802469253540039
0.01,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,0.08763358741998672,876.3358154296875,0.08763358741998672,0.1906328797340393,0.13919293880462646,0.08133464306592941,nan,0.0,0.5925925970077515,0.0,0.0,0.0,0.5925925970077515,0.08762820810079575,0.08763358741998672,47.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,47,,,,,,,,,,,,,
,143,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0.0880420133471489,880.4201049804688,0.0880420133471489,0.16077546775341034,0.13324269652366638,0.10139736533164978,nan,0.0,0.5925925970077515,0.0,0.0,0.0,0.5925925970077515
0.01,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,146,0.08760417997837067,876.0418701171875,0.08760417997837067,0.19489313662052155,0.14425334334373474,0.07638384401798248,nan,0.0,0.604938268661499,0.0,0.0,0.0,0.604938268661499,0.08761138468980789,0.08760417997837067,48.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,48,,,,,,,,,,,,,
,146,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0.08799475431442261,879.9475708007812,0.08799475431442261,0.1704518347978592,0.13960565626621246,0.1077551543712616,nan,0.0,0.604938268661499,0.0,0.0,0.0,0.604938268661499
0.01,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,149,0.08759918808937073,875.9918823242188,0.08759918808937073,0.19301126897335052,0.14580631256103516,0.08099105954170227,nan,0.0,0.6172839403152466,0.0,0.0,0.0,0.6172839403152466,0.08760284632444382,0.08759918808937073,49.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,49,,,,,,,,,,,,,
,149,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0.08772537112236023,877.2537231445312,0.08772537112236023,0.1674322634935379,0.1372443288564682,0.10787501186132431,nan,0.0,0.6172839403152466,0.0,0.0,0.0,0.6172839403152466
0.01,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,152,0.0875505805015564,875.5057983398438,0.0875505805015564,0.19682031869888306,0.1479962170124054,0.08473675698041916,nan,0.0,0.6296296119689941,0.0,0.0,0.0,0.6296296119689941,0.08756626397371292,0.0875505805015564,50.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,50,,,,,,,,,,,,,
,152,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0.087904192507267,879.0418090820312,0.087904192507267,0.16735780239105225,0.1396029144525528,0.10711938142776489,nan,0.0,0.6296296119689941,0.0,0.0,0.0,0.6296296119689941
0.01,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,0.08758353441953659,875.8353881835938,0.08758353441953659,0.1944020390510559,0.14557525515556335,0.08248843252658844,nan,0.0,0.6419752836227417,0.0,0.0,0.0,0.6419752836227417,0.08757835626602173,0.08758353441953659,51.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,51,,,,,,,,,,,,,
,155,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0.08786023408174515,878.6023559570312,0.08786023408174515,0.1676124781370163,0.14049090445041656,0.10707765817642212,nan,0.0,0.6419752836227417,0.0,0.0,0.0,0.6419752836227417
0.01,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,158,0.08751600235700607,875.1600341796875,0.08751600235700607,0.1997714340686798,0.15002921223640442,0.0863637700676918,nan,0.0,0.654321014881134,0.0,0.0,0.0,0.654321014881134,0.08753471076488495,0.08751600235700607,52.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,52,,,,,,,,,,,,,
,158,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0.08782470226287842,878.2468872070312,0.08782470226287842,0.16770295798778534,0.14250241219997406,0.10943455249071121,nan,0.0,0.654321014881134,0.0,0.0,0.0,0.654321014881134
0.01,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,161,0.08751092106103897,875.1091918945312,0.08751092106103897,0.2000545710325241,0.1482507288455963,0.08844021707773209,nan,0.0,0.6666666865348816,0.0,0.0,0.0,0.6666666865348816,0.08751805871725082,0.08751092106103897,53.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,53,,,,,,,,,,,,,
,161,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0.08790107816457748,879.0109252929688,0.08790107816457748,0.17240919172763824,0.14174924790859222,0.11633613705635071,nan,0.0,0.6666666865348816,0.0,0.0,0.0,0.6666666865348816
0.01,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,0.08749305456876755,874.9305419921875,0.08749305456876755,0.20180387794971466,0.14896345138549805,0.08920615166425705,nan,0.0,0.6790123581886292,0.0,0.0,0.0,0.6790123581886292,0.08750055730342865,0.08749305456876755,54.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,54,,,,,,,,,,,,,
,164,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0.08781809359788895,878.1809692382812,0.08781809359788895,0.17561690509319305,0.14802435040473938,0.12007678300142288,nan,0.0,0.6790123581886292,0.0,0.0,0.0,0.6790123581886292
0.01,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,167,0.08743525296449661,874.3525390625,0.08743525296449661,0.20754270255565643,0.15340682864189148,0.08962646871805191,nan,0.0,0.6913580298423767,0.0,0.0,0.0,0.6913580298423767,0.08745484054088593,0.08743525296449661,55.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,55,,,,,,,,,,,,,
,167,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0.08775085210800171,877.5084838867188,0.08775085210800171,0.1805901676416397,0.15012207627296448,0.1289559006690979,nan,0.0,0.6913580298423767,0.0,0.0,0.0,0.6913580298423767
0.01,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,0.08746104687452316,874.6104125976562,0.08746104687452316,0.20555195212364197,0.15238051116466522,0.08734028786420822,nan,0.0,0.7037037014961243,0.0,0.0,0.0,0.7037037014961243,0.08745918422937393,0.08746104687452316,56.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,56,,,,,,,,,,,,,
,170,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0.08772319555282593,877.23193359375,0.08772319555282593,0.18152211606502533,0.15426401793956757,0.13034255802631378,nan,0.0,0.7037037014961243,0.0,0.0,0.0,0.7037037014961243
0.01,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,0.08742642402648926,874.2642211914062,0.08742642402648926,0.2080370932817459,0.1537162810564041,0.09072373062372208,nan,0.0,0.7160493731498718,0.0,0.0,0.0,0.7160493731498718,0.0874362513422966,0.08742642402648926,57.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,57,,,,,,,,,,,,,
,173,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0.08762320876121521,876.2321166992188,0.08762320876121521,0.1828966587781906,0.15217453241348267,0.1283939629793167,nan,0.0,0.7160493731498718,0.0,0.0,0.0,0.7160493731498718
0.01,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,176,0.08741269260644913,874.1268920898438,0.08741269260644913,0.21050548553466797,0.1532905250787735,0.0895625427365303,nan,0.0,0.7283950448036194,0.0,0.0,0.0,0.7283950448036194,0.08741976320743561,0.08741269260644913,58.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,58,,,,,,,,,,,,,
,176,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0.08749973773956299,874.997314453125,0.08749973773956299,0.1843842715024948,0.15290042757987976,0.1302064061164856,nan,0.0,0.7283950448036194,0.0,0.0,0.0,0.7283950448036194
0.01,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,179,0.0874442383646965,874.4424438476562,0.0874442383646965,0.20841051638126373,0.1483624130487442,0.08881700038909912,nan,0.0,0.7407407164573669,0.0,0.0,0.0,0.7407407164573669,0.08743689954280853,0.0874442383646965,59.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,59,,,,,,,,,,,,,
,179,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.08754774928092957,875.4775390625,0.08754774928092957,0.1886189728975296,0.15660643577575684,0.1381881684064865,nan,0.0,0.7407407164573669,0.0,0.0,0.0,0.7407407164573669
0.01,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,182,0.08738820999860764,873.8821411132812,0.08738820999860764,0.21365119516849518,0.15387313067913055,0.08904584497213364,nan,0.0,0.7530864477157593,0.0,0.0,0.0,0.7530864477157593,0.0874028205871582,0.08738820999860764,60.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,60,,,,,,,,,,,,,
,182,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0.0875134989619255,875.1349487304688,0.0875134989619255,0.18845993280410767,0.15825170278549194,0.13575799763202667,nan,0.0,0.7530863881111145,0.0,0.0,0.0,0.7530863881111145
0.01,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,185,0.08741806447505951,874.1806640625,0.08741806447505951,0.21420492231845856,0.15573382377624512,0.0772622749209404,nan,0.0,0.7654321193695068,0.0,0.0,0.0,0.7654321193695068,0.087413489818573,0.08741806447505951,61.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,61,,,,,,,,,,,,,
,185,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0.08733364939689636,873.3364868164062,0.08733364939689636,0.19142693281173706,0.15674827992916107,0.13858698308467865,nan,0.0,0.7654321193695068,0.0,0.0,0.0,0.7654321193695068
0.01,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,188,0.08748447895050049,874.8447875976562,0.08748447895050049,0.2075476497411728,0.1481456607580185,0.07898698002099991,nan,0.0,0.7777777910232544,0.0,0.0,0.0,0.7777777910232544,0.08746318519115448,0.08748447895050049,62.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,62,,,,,,,,,,,,,
,188,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0.08767998218536377,876.7998046875,0.08767998218536377,0.18731684982776642,0.1578248292207718,0.11961788684129715,nan,0.0,0.7777778506278992,0.0,0.0,0.0,0.7777778506278992
0.01,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,191,0.08739987015724182,873.9986572265625,0.08739987015724182,0.21516816318035126,0.15622535347938538,0.08041509985923767,nan,0.0,0.790123462677002,0.0,0.0,0.0,0.790123462677002,0.08741886913776398,0.08739987015724182,63.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,63,,,,,,,,,,,,,
,191,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0.08770984411239624,877.098388671875,0.08770984411239624,0.18675269186496735,0.15867465734481812,0.13959981501102448,nan,0.0,0.790123462677002,0.0,0.0,0.0,0.790123462677002
0.01,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,194,0.08741284161806107,874.12841796875,0.08741284161806107,0.21462970972061157,0.15099741518497467,0.08171922713518143,nan,0.0,0.8024691343307495,0.0,0.0,0.0,0.8024691343307495,0.08741465210914612,0.08741284161806107,64.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,64,,,,,,,,,,,,,
,194,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0.08735472708940506,873.54736328125,0.08735472708940506,0.19182926416397095,0.1607096940279007,0.1370798498392105,nan,0.0,0.8024690747261047,0.0,0.0,0.0,0.8024690747261047
0.01,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,197,0.08737167716026306,873.716796875,0.08737167716026306,0.2150951325893402,0.15447376668453217,0.08987409621477127,nan,0.0,0.8148148059844971,0.0,0.0,0.0,0.8148148059844971,0.08738456666469574,0.08737167716026306,65.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,65,,,,,,,,,,,,,
,197,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0.08747360855340958,874.736083984375,0.08747360855340958,0.19272033870220184,0.16030271351337433,0.14436453580856323,nan,0.0,0.8148148059844971,0.0,0.0,0.0,0.8148148059844971
0.01,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,200,0.08744645118713379,874.464599609375,0.08744645118713379,0.21210671961307526,0.14880913496017456,0.07950226962566376,nan,0.0,0.8271604776382446,0.0,0.0,0.0,0.8271604776382446,0.08742788434028625,0.08744645118713379,66.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,66,,,,,,,,,,,,,
,200,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0.08755463361740112,875.54638671875,0.08755463361740112,0.19443494081497192,0.1639144867658615,0.14696049690246582,nan,0.0,0.8271605372428894,0.0,0.0,0.0,0.8271605372428894
0.01,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,0.0875009298324585,875.00927734375,0.0875009298324585,0.20847102999687195,0.14751386642456055,0.07298150658607483,nan,0.0,0.8395061492919922,0.0,0.0,0.0,0.8395061492919922,0.08747901767492294,0.0875009298324585,67.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,67,,,,,,,,,,,,,
,203,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0.08742158859968185,874.2158203125,0.08742158859968185,0.1943424940109253,0.1624942570924759,0.15103578567504883,nan,0.0,0.8395061492919922,0.0,0.0,0.0,0.8395061492919922
0.01,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,206,0.08740835636854172,874.0836181640625,0.08740835636854172,0.21683582663536072,0.1546270102262497,0.07548514008522034,nan,0.0,0.8518518805503845,0.0,0.0,0.0,0.8518518805503845,0.08742955327033997,0.08740835636854172,68.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,68,,,,,,,,,,,,,
,206,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0.08750215172767639,875.0215454101562,0.08750215172767639,0.19151969254016876,0.1645253300666809,0.14087826013565063,nan,0.0,0.8518518805503845,0.0,0.0,0.0,0.8518518805503845
0.01,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,209,0.08739294111728668,873.9293823242188,0.08739294111728668,0.2135803997516632,0.15221013128757477,0.08890776336193085,nan,0.0,0.8641975522041321,0.0,0.0,0.0,0.8641975522041321,0.08740392327308655,0.08739294111728668,69.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,69,,,,,,,,,,,,,
,209,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0.0872485339641571,872.4853515625,0.0872485339641571,0.1953100562095642,0.16245846450328827,0.1427990049123764,nan,0.0,0.8641975522041321,0.0,0.0,0.0,0.8641975522041321
0.01,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,0.08733847737312317,873.384765625,0.08733847737312317,0.2192796766757965,0.1531485617160797,0.09100915491580963,nan,0.0,0.8765432238578796,0.0,0.0,0.0,0.8765432238578796,0.08735811710357666,0.08733847737312317,70.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,70,,,,,,,,,,,,,
,212,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0.08737186342477798,873.7185668945312,0.08737186342477798,0.19600270688533783,0.16769194602966309,0.15241511166095734,nan,0.0,0.8765432238578796,0.0,0.0,0.0,0.8765432238578796
0.01,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,0.08733981102705002,873.3980712890625,0.08733981102705002,0.21713432669639587,0.15543538331985474,0.09380169957876205,nan,0.0,0.8888888955116272,0.0,0.0,0.0,0.8888888955116272,0.08734530210494995,0.08733981102705002,71.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,71,,,,,,,,,,,,,
,215,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0.08735335618257523,873.5336303710938,0.08735335618257523,0.20097029209136963,0.17060525715351105,0.15767891705036163,nan,0.0,0.8888888955116272,0.0,0.0,0.0,0.8888888955116272
0.01,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,218,0.08726339787244797,872.6339721679688,0.08726339787244797,0.22491554915905,0.15662863850593567,0.0973070040345192,nan,0.0,0.9012345671653748,0.0,0.0,0.0,0.9012345671653748,0.08728796988725662,0.08726339787244797,72.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,72,,,,,,,,,,,,,
,218,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0.08725803345441818,872.5802612304688,0.08725803345441818,0.20197385549545288,0.17295561730861664,0.15870417654514313,nan,0.0,0.9012345671653748,0.0,0.0,0.0,0.9012345671653748
0.01,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,221,0.08721428364515305,872.1428833007812,0.08721428364515305,0.22779245674610138,0.16471688449382782,0.09872541576623917,nan,0.0,0.9135802388191223,0.0,0.0,0.0,0.9135802388191223,0.08723638951778412,0.08721428364515305,73.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,73,,,,,,,,,,,,,
